batch_size,epochs,n_layers,dropout_rate,l1_reg,l2_reg,n_neurons_l0,n_neurons_l1,n_neurons_l2,n_neurons_l3,n_neurons_l4,learning_rate,trial_number,MAE_val,MAE_train,Best_MAE_val,Best_MAE_train
106,200,5,0.1,0.4,0.4,152,315.0,75.0,152.0,190.0,0.0006672367170464204,1,49.28492428056891,37.75421853039863,49.28492428056891,37.75421853039863
205,200,1,0.4,0.2,0.5,135,,,,,0.004467752817973905,2,129.04896517265394,124.01490298601955,49.28492428056891,37.75421853039863
91,200,3,0.3,0.2,0.3,280,75.0,412.0,,,1.9870215385428627e-05,3,211.9201889220281,205.28779379532205,49.28492428056891,37.75421853039863
253,200,4,0.3,0.4,0.4,455,244.0,64.0,367.0,,0.011044350847124691,4,46.98825546136721,36.15987486264772,46.98825546136721,36.15987486264772
151,200,4,0.2,0.4,0.1,477,415.0,326.0,447.0,,0.016394127471631596,5,48.0822754983113,38.396261389708485,46.98825546136721,36.15987486264772
60,200,5,0.3,0.3,0.4,268,361.0,189.0,498.0,493.0,0.00010165510266418732,6,125.14871192099471,114.02763696680489,46.98825546136721,36.15987486264772
135,200,2,0.3,0.5,0.2,325,326.0,,,,0.0013902686711035,7,85.49687309301352,68.71887607933783,46.98825546136721,36.15987486264772
37,200,5,0.5,0.5,0.1,450,135.0,339.0,419.0,286.0,0.001314021022620738,8,58.816281341387096,43.63861398031576,46.98825546136721,36.15987486264772
74,200,1,0.2,0.1,0.1,6,,,,,4.3977668944839594e-05,9,221.48331361956542,215.30972321426384,46.98825546136721,36.15987486264772
148,200,4,0.3,0.2,0.3,325,408.0,259.0,297.0,,0.000933406401998636,10,50.42933662990941,37.34909292292411,46.98825546136721,36.15987486264772
252,200,3,0.1,0.05,0.05,406,187.0,9.0,,,0.06981221385747148,11,46.59273308919878,38.55495455347515,46.59273308919878,36.15987486264772
255,200,3,0.1,0.05,0.05,409,194.0,9.0,,,0.09897936353312098,12,49.47474506747978,36.031715131888035,46.59273308919878,36.031715131888035
245,200,3,0.1,0.05,0.05,389,223.0,124.0,,,0.09063834236646588,13,59.21831808385315,48.82362214320798,46.59273308919878,36.031715131888035
187,200,4,0.5,0.05,0.05,383,498.0,28.0,58.0,,0.017557192011562556,14,56.40942962773323,42.580009150894725,46.59273308919878,36.031715131888035
218,200,2,0.4,0.4,0.4,493,147.0,,,,0.01913766784885449,15,77.82123087884247,56.83603991953181,46.59273308919878,36.031715131888035
226,200,4,0.1,0.3,0.2,504,256.0,149.0,295.0,,0.006240526732959979,16,46.02992295716205,32.93764041362589,46.02992295716205,32.93764041362589
187,200,2,0.1,0.3,0.2,510,17.0,,,,0.004635990712299015,17,78.04195549936462,63.13764124719129,46.02992295716205,32.93764041362589
223,200,3,0.1,0.3,0.2,196,282.0,172.0,,,0.04371869737190396,18,49.77208944685048,38.53650837731136,46.02992295716205,32.93764041362589
191,200,4,0.1,0.1,0.5,346,161.0,139.0,207.0,,0.0003173753889776946,19,137.25005696693034,125.24781262686639,46.02992295716205,32.93764041362589
229,200,2,0.1,0.05,0.05,417,90.0,,,,0.0031253909070430223,20,81.7129955918922,60.0929365479864,46.02992295716205,32.93764041362589
166,200,4,0.1,0.3,0.2,219,253.0,503.0,287.0,,0.029927990921913866,21,66.03870542137889,51.38239188378868,46.02992295716205,32.93764041362589
253,200,4,0.3,0.4,0.4,439,236.0,79.0,340.0,,0.010692373635296232,22,41.27611783828636,29.508474110669088,41.27611783828636,29.508474110669088
231,200,3,0.5,0.3,0.2,511,189.0,91.0,,,0.006510760323590767,23,69.81241685310133,53.48859327016333,41.27611783828636,29.508474110669088
206,200,5,0.4,0.05,0.05,438,269.0,228.0,332.0,16.0,0.042503975769897076,24,64.86672106646016,45.244625382874695,41.27611783828636,29.508474110669088
238,200,3,0.2,0.4,0.4,385,96.0,19.0,,,0.008857120153204324,25,51.943101615288825,36.258501300749685,41.27611783828636,29.508474110669088
210,200,4,0.3,0.5,0.5,358,206.0,116.0,225.0,,0.0024161998179160933,26,52.697021037473284,38.5140563785053,41.27611783828636,29.508474110669088
254,200,4,0.1,0.1,0.3,466,303.0,57.0,379.0,,0.05071984747360427,27,75.1527875757446,67.35499933312175,41.27611783828636,29.508474110669088
175,200,5,0.1,0.05,0.05,425,354.0,169.0,138.0,506.0,0.00039901676649416613,28,49.450676944369896,32.799326980204306,41.27611783828636,29.508474110669088
234,200,4,0.3,0.3,0.2,302,165.0,235.0,9.0,,0.012166147555949068,29,47.14852490047321,37.775012816449845,41.27611783828636,29.508474110669088
120,200,5,0.1,0.4,0.4,91,228.0,98.0,257.0,308.0,0.024333479112227784,30,49.412239563321116,39.53016839484536,41.27611783828636,29.508474110669088
22,200,3,0.2,0.4,0.4,473,117.0,151.0,,,0.002807661935362427,31,45.296867942612295,33.35807345923441,41.27611783828636,29.508474110669088
21,200,3,0.2,0.4,0.4,482,117.0,44.0,,,0.003660780159387029,32,44.68058585848636,35.972014315464435,41.27611783828636,29.508474110669088
24,200,3,0.2,0.4,0.4,469,29.0,154.0,,,0.002294172640396279,33,58.04814984159768,45.36564307755182,41.27611783828636,29.508474110669088
51,200,3,0.2,0.4,0.4,487,120.0,213.0,,,0.005548934086567728,34,37.61995497553006,30.136312304587296,37.61995497553006,29.508474110669088
17,200,2,0.2,0.4,0.4,453,115.0,,,,0.0005008249044529863,35,70.63133625840037,58.44726244497906,37.61995497553006,29.508474110669088
46,200,3,0.2,0.4,0.4,486,59.0,226.0,,,0.0026955788000754205,36,53.09346271631131,38.9422276264562,37.61995497553006,29.508474110669088
89,200,2,0.2,0.4,0.4,447,70.0,,,,0.004282789852360358,37,56.45727012783055,41.15194414118593,37.61995497553006,29.508474110669088
52,200,3,0.2,0.4,0.4,361,120.0,283.0,,,0.009192379198367214,38,52.359193000793155,38.757455499535496,37.61995497553006,29.508474110669088
32,200,3,0.2,0.4,0.4,481,49.0,61.0,,,0.00015751239887407706,39,135.23407631440173,126.86709587492889,37.61995497553006,29.508474110669088
68,200,1,0.2,0.2,0.4,428,,,,,1.0134446798603569e-05,40,213.64288435949237,207.2080497664028,37.61995497553006,29.508474110669088
89,200,3,0.2,0.4,0.4,244,123.0,202.0,,,0.0016977763776922917,41,44.30063146999565,31.862573748410217,37.61995497553006,29.508474110669088
90,200,3,0.2,0.4,0.4,225,109.0,194.0,,,0.0014854376284343628,42,55.32816158230544,44.36826421823187,37.61995497553006,29.508474110669088
41,200,3,0.2,0.4,0.4,166,127.0,202.0,,,0.0006786239073683838,43,55.00947694800355,44.91292236965236,37.61995497553006,29.508474110669088
110,200,2,0.2,0.4,0.4,258,170.0,,,,0.0017131753839624729,44,69.51736407422,56.21291593366372,37.61995497553006,29.508474110669088
76,200,3,0.3,0.4,0.1,104,45.0,101.0,,,0.0009065955401024242,45,58.27253338561965,44.653173483225906,37.61995497553006,29.508474110669088
56,200,3,0.2,0.4,0.4,248,71.0,49.0,,,0.0044266011272975124,46,47.027547501063225,32.39754426233243,37.61995497553006,29.508474110669088
27,200,4,0.4,0.2,0.3,320,143.0,286.0,510.0,,0.007701462493982471,47,52.63539606283995,40.89883076771728,37.61995497553006,29.508474110669088
64,200,3,0.3,0.5,0.4,466,87.0,82.0,,,0.014167269018536429,48,42.77765557144155,30.881135780675983,37.61995497553006,29.508474110669088
102,200,2,0.3,0.5,0.5,301,217.0,,,,0.012051159162783608,49,65.78628231197476,47.677643384164135,37.61995497553006,29.508474110669088
64,200,4,0.3,0.5,0.1,407,94.0,347.0,119.0,,0.013252444752399116,50,44.439849939058256,34.32984817525582,37.61995497553006,29.508474110669088
67,200,4,0.3,0.5,0.1,401,84.0,394.0,141.0,,0.015033687215735994,51,48.65105353473373,35.836824705374795,37.61995497553006,29.508474110669088
78,200,4,0.3,0.5,0.1,452,141.0,337.0,79.0,,0.028058258209926037,52,50.694686665811645,47.38870253458095,37.61995497553006,29.508474110669088
62,200,3,0.3,0.5,0.1,497,29.0,367.0,,,0.005588700551714246,53,50.63960181658427,38.26641796061058,37.61995497553006,29.508474110669088
49,200,4,0.3,0.5,0.4,372,91.0,456.0,194.0,,0.0163081280167465,54,54.03886975991805,45.42127056243142,37.61995497553006,29.508474110669088
36,200,3,0.3,0.5,0.1,431,457.0,309.0,,,0.004205538751675798,55,43.60638873774266,33.592961968571174,37.61995497553006,29.508474110669088
141,200,4,0.3,0.5,0.1,404,493.0,311.0,75.0,,0.0019402951740422243,56,46.35201436031644,32.06867235649717,37.61995497553006,29.508474110669088
38,200,3,0.3,0.5,0.1,434,378.0,369.0,,,0.007386170954617381,57,54.93476162912935,38.88720895707868,37.61995497553006,29.508474110669088
87,200,4,0.5,0.5,0.1,12,444.0,271.0,10.0,,0.0011144924057411626,58,139.84022559040318,133.41349280332443,37.61995497553006,29.508474110669088
102,200,3,0.3,0.1,0.1,342,323.0,318.0,,,0.021068519409462142,59,44.60198253975774,36.72739277017858,37.61995497553006,29.508474110669088
130,200,5,0.3,0.5,0.3,278,11.0,297.0,176.0,33.0,0.032363921501391425,60,83.79223244543275,68.85361495094578,37.61995497553006,29.508474110669088
83,200,2,0.3,0.5,0.5,417,174.0,,,,0.011073462070991073,61,55.569867543312206,38.259737787832684,37.61995497553006,29.508474110669088
99,200,3,0.3,0.1,0.1,339,468.0,353.0,,,0.021307904885328827,62,48.52948350805844,42.80163006966533,37.61995497553006,29.508474110669088
68,200,3,0.3,0.1,0.1,385,334.0,309.0,,,0.005572179221054193,63,37.03372201389115,26.62763196943021,37.03372201389115,26.62763196943021
62,200,3,0.3,0.1,0.1,399,413.0,260.0,,,0.005823662501946372,64,36.989234955230366,28.965457015333904,36.989234955230366,26.62763196943021
55,200,3,0.4,0.1,0.1,387,401.0,251.0,,,0.005647130366294845,65,42.43074886033777,34.76808633397747,36.989234955230366,26.62763196943021
34,200,3,0.4,0.1,0.1,390,406.0,248.0,,,0.005922275595511859,66,51.097988481581815,36.73920397057388,36.989234955230366,26.62763196943021
57,200,3,0.4,0.1,0.1,463,352.0,258.0,,,0.0033871268526140144,67,43.20548704609916,32.893114585223024,36.989234955230366,26.62763196943021
57,200,3,0.4,0.1,0.1,466,367.0,261.0,,,0.009700468179045034,68,42.6179621022611,31.777356488829692,36.989234955230366,26.62763196943021
72,200,3,0.4,0.1,0.1,444,385.0,222.0,,,0.06504972021532868,69,58.61952467180724,49.5569274388085,36.989234955230366,26.62763196943021
45,200,3,0.4,0.1,0.1,372,300.0,78.0,,,0.009597588225194105,70,54.34704980706465,41.277676926003295,36.989234955230366,26.62763196943021
164,200,2,0.4,0.1,0.1,512,341.0,,,,0.005746735646104699,71,59.111892409305874,40.48103259569062,36.989234955230366,26.62763196943021
57,200,3,0.4,0.1,0.1,459,425.0,258.0,,,0.0033276837500222363,72,43.64746884789776,36.311992983482064,36.989234955230366,26.62763196943021
53,200,3,0.4,0.1,0.1,466,374.0,267.0,,,0.007809832560445196,73,45.80694222339871,37.44271949138828,36.989234955230366,26.62763196943021
59,200,3,0.4,0.1,0.1,498,396.0,251.0,,,0.0035773260809957375,74,41.448924182817855,28.59449516556864,36.989234955230366,26.62763196943021
76,200,3,0.4,0.1,0.1,492,421.0,247.0,,,0.004916160638600613,75,45.479514627145775,33.363154583028894,36.989234955230366,26.62763196943021
69,200,3,0.5,0.1,0.05,486,405.0,217.0,,,0.009933089308429802,76,52.928924720408084,42.16336693264918,36.989234955230366,26.62763196943021
45,200,3,0.4,0.1,0.3,442,390.0,288.0,,,0.016632701239213964,77,45.90809729393702,36.22568904870108,36.989234955230366,26.62763196943021
82,200,2,0.4,0.1,0.2,498,335.0,,,,0.007334027579644624,78,54.34025291005273,37.674305020950776,36.989234955230366,26.62763196943021
95,200,3,0.4,0.1,0.1,424,366.0,178.0,,,0.012212281939708898,79,55.39849410373104,44.41747974343994,36.989234955230366,26.62763196943021
63,200,3,0.5,0.2,0.5,391,437.0,246.0,,,0.03599589231752569,80,59.71149183247391,47.59709442532952,36.989234955230366,26.62763196943021
115,200,2,0.3,0.1,0.1,475,391.0,,,,0.00271539380404545,81,59.512735920309396,41.66606063943456,36.989234955230366,26.62763196943021
52,200,3,0.4,0.1,0.1,457,281.0,265.0,,,0.0036227149182207646,82,46.752550180536566,34.653156945467266,36.989234955230366,26.62763196943021
58,200,3,0.4,0.1,0.1,468,359.0,126.0,,,0.0020238422120433925,83,43.69160738231761,34.02542149736258,36.989234955230366,26.62763196943021
29,200,3,0.4,0.1,0.1,418,342.0,297.0,,,0.005166462708164314,84,46.767735363048516,34.415789143645114,36.989234955230366,26.62763196943021
60,200,3,0.4,0.1,0.4,499,240.0,209.0,,,3.863427415366546e-05,85,202.96271751001638,196.07385816600754,36.989234955230366,26.62763196943021
40,200,3,0.4,0.1,0.1,480,315.0,239.0,,,0.0036749199163121087,86,41.97381190872069,33.774108484231014,36.989234955230366,26.62763196943021
197,200,3,0.3,0.05,0.4,483,296.0,30.0,,,0.008511253490668476,87,49.133868003268894,37.58839519970573,36.989234955230366,26.62763196943021
42,200,3,0.4,0.3,0.1,442,315.0,241.0,,,0.006461778068309414,88,43.900938407129175,31.772142455124015,36.989234955230366,26.62763196943021
50,200,3,0.3,0.1,0.05,474,312.0,274.0,,,0.0023001409273951294,89,36.791858626665444,28.4142701220714,36.791858626665444,26.62763196943021
40,200,3,0.3,0.1,0.2,510,322.0,274.0,,,0.00238776325197898,90,40.67368115145414,31.160390923533605,36.791858626665444,26.62763196943021
49,200,3,0.3,0.1,0.05,512,273.0,233.0,,,0.0024154180759146686,91,39.03519391555686,30.292877969197324,36.791858626665444,26.62763196943021
49,200,3,0.3,0.1,0.05,506,272.0,286.0,,,0.001112874325915635,92,42.82480067835105,32.79009613696451,36.791858626665444,26.62763196943021
39,200,3,0.3,0.1,0.05,511,324.0,328.0,,,0.0024687438351445484,93,39.46434331042858,29.655892781486887,36.791858626665444,26.62763196943021
19,200,3,0.3,0.1,0.05,512,315.0,324.0,,,0.0013966540541273747,94,48.301099476778155,36.703815005785685,36.791858626665444,26.62763196943021
39,200,3,0.3,0.1,0.05,490,292.0,276.0,,,0.002477319506734666,95,43.23807802721778,33.999265538929194,36.791858626665444,26.62763196943021
25,200,5,0.3,0.1,0.05,477,327.0,235.0,455.0,168.0,0.0020883874351162296,96,51.7837495728636,39.219277701207005,36.791858626665444,26.62763196943021
34,200,4,0.3,0.1,0.2,498,261.0,302.0,370.0,,0.004067596134531129,97,39.18416068411572,29.991029075095273,36.791858626665444,26.62763196943021
28,200,4,0.3,0.1,0.2,501,258.0,333.0,375.0,,0.0009200971049595602,98,46.1716488192492,33.34063402240522,36.791858626665444,26.62763196943021
31,200,4,0.3,0.2,0.2,491,249.0,310.0,336.0,,0.0007126784914651844,99,46.65379071083066,33.663169134891675,36.791858626665444,26.62763196943021
48,200,4,0.3,0.1,0.2,503,269.0,277.0,413.0,,0.0017272311924926495,100,41.559586451816486,30.21031587877424,36.791858626665444,26.62763196943021
33,200,4,0.3,0.05,0.05,453,282.0,296.0,339.0,,0.002824620325781794,101,38.27471613692814,29.636698107237876,36.791858626665444,26.62763196943021
37,200,4,0.3,0.05,0.05,450,237.0,296.0,349.0,,0.0028070154709617027,102,38.56963807293795,26.90255426811931,36.791858626665444,26.62763196943021
35,200,4,0.3,0.05,0.05,450,239.0,305.0,346.0,,0.004420972544170054,103,38.707760980612186,30.061674084006427,36.791858626665444,26.62763196943021
34,200,4,0.3,0.05,0.05,455,203.0,301.0,400.0,,0.0030004943844054435,104,39.57572543104096,30.515878099608354,36.791858626665444,26.62763196943021
34,200,4,0.3,0.05,0.05,437,202.0,299.0,406.0,,0.004434163351218826,105,43.66112783414199,32.39582647136962,36.791858626665444,26.62763196943021
19,200,4,0.3,0.05,0.05,454,226.0,351.0,357.0,,0.002942273301122423,106,44.18519479690508,35.928710546248965,36.791858626665444,26.62763196943021
34,200,4,0.3,0.05,0.05,454,217.0,328.0,464.0,,0.0015397945471113048,107,42.674032006419296,30.135838992290704,36.791858626665444,26.62763196943021
25,200,4,0.3,0.05,0.05,415,265.0,300.0,388.0,,0.004319004724443992,108,43.54134732464517,35.15151791134065,36.791858626665444,26.62763196943021
16,200,4,0.3,0.05,0.05,428,281.0,321.0,317.0,,0.002964688746869275,109,49.42268341755353,37.40720682816299,36.791858626665444,26.62763196943021
44,200,5,0.3,0.05,0.05,475,233.0,341.0,267.0,393.0,0.0012440036403817468,110,41.3751931127619,29.74282085793064,36.791858626665444,26.62763196943021
50,200,4,0.3,0.05,0.05,450,289.0,309.0,444.0,,0.0018177938044823159,111,40.24527630542428,27.484578042801907,36.791858626665444,26.62763196943021
48,200,4,0.3,0.05,0.05,452,248.0,362.0,439.0,,0.0020341073123463934,112,41.43547578274048,28.3267416007371,36.791858626665444,26.62763196943021
31,200,4,0.3,0.05,0.05,399,289.0,387.0,359.0,,0.0026247385552973924,113,41.94267362720417,31.152943123692825,36.791858626665444,26.62763196943021
39,200,4,0.3,0.05,0.05,484,307.0,304.0,427.0,,0.003980774967592735,114,44.1511331232376,35.00096334020817,36.791858626665444,26.62763196943021
52,200,4,0.3,0.05,0.05,472,180.0,289.0,478.0,,0.0030936279050958696,115,42.912329468673924,29.29020336919972,36.791858626665444,26.62763196943021
71,200,4,0.3,0.05,0.05,442,210.0,317.0,316.0,,0.0017297579018653363,116,42.42403686422948,30.256476235630416,36.791858626665444,26.62763196943021
23,200,4,0.3,0.05,0.05,462,255.0,292.0,400.0,,0.00516837474402581,117,43.483957351292524,33.38289981311273,36.791858626665444,26.62763196943021
36,200,4,0.3,0.05,0.05,371,157.0,312.0,370.0,,0.00206428697104943,118,49.9199278685478,38.99329559642957,36.791858626665444,26.62763196943021
47,200,4,0.3,0.05,0.05,492,194.0,333.0,482.0,,0.006715189162973293,119,39.00829548009742,29.25536576578233,36.791858626665444,26.62763196943021
43,200,4,0.3,0.05,0.05,487,242.0,331.0,482.0,,0.0051170787201707466,120,40.0187657715935,31.54153185202008,36.791858626665444,26.62763196943021
32,200,4,0.1,0.05,0.05,492,183.0,229.0,278.0,,0.0068828674500966865,121,36.538532730604025,26.889065653307117,36.538532730604025,26.62763196943021
28,200,4,0.1,0.05,0.05,493,192.0,187.0,267.0,,0.006766432054401383,122,43.2684438796073,31.896565600717956,36.538532730604025,26.62763196943021
35,200,4,0.1,0.05,0.05,479,185.0,278.0,307.0,,0.006611780670532132,123,39.60206367492104,27.209336986727376,36.538532730604025,26.62763196943021
45,200,4,0.1,0.05,0.05,502,199.0,229.0,348.0,,0.0038182613674522894,124,48.10655401720848,36.02624733648006,36.538532730604025,26.62763196943021
65,200,4,0.1,0.3,0.05,468,222.0,268.0,326.0,,0.004600280738374453,125,39.595722292650734,28.282197865021516,36.538532730604025,26.62763196943021
30,200,1,0.3,0.05,0.05,492,,,,,0.008251124197202168,126,104.13293890447328,94.28200731341393,36.538532730604025,26.62763196943021
37,200,4,0.3,0.05,0.05,475,155.0,209.0,290.0,,0.0031618827471303276,127,46.79447758400777,32.57696447600166,36.538532730604025,26.62763196943021
53,200,4,0.5,0.05,0.05,460,211.0,256.0,286.0,,0.002463293624084421,128,46.9778908152002,35.96141602301934,36.538532730604025,26.62763196943021
22,200,4,0.3,0.2,0.3,511,262.0,379.0,232.0,,0.0060243724940066985,129,44.452204695033274,34.59697893043277,36.538532730604025,26.62763196943021
42,200,4,0.3,0.05,0.05,484,276.0,358.0,390.0,,0.003802079135143072,130,40.581427820044325,29.280239295337992,36.538532730604025,26.62763196943021
45,200,5,0.2,0.05,0.05,430,233.0,343.0,348.0,107.0,0.004598728755278813,131,43.711914567694855,33.14009500492232,36.538532730604025,26.62763196943021
68,200,4,0.1,0.3,0.05,467,228.0,267.0,327.0,,0.0049446996190289725,132,32.4196907793402,25.72462214755557,32.4196907793402,25.72462214755557
61,200,4,0.1,0.4,0.05,499,241.0,290.0,246.0,,0.00712574503680422,133,45.14861250163671,32.63159246692909,32.4196907793402,25.72462214755557
67,200,4,0.3,0.3,0.5,463,169.0,279.0,302.0,,0.0031632108112843553,134,48.51106588030388,37.52670697951362,32.4196907793402,25.72462214755557
50,200,4,0.1,0.3,0.05,448,306.0,226.0,332.0,,0.005268125394971658,135,38.935091052383996,28.988852959709583,32.4196907793402,25.72462214755557
53,200,4,0.1,0.3,0.05,474,305.0,233.0,331.0,,0.005628482280910831,136,40.138656735992676,26.706359118170067,32.4196907793402,25.72462214755557
73,200,4,0.1,0.3,0.05,441,343.0,220.0,276.0,,0.0096859300605231,137,33.44638273224607,25.942355930361867,32.4196907793402,25.72462214755557
83,200,4,0.1,0.3,0.2,417,349.0,211.0,280.0,,0.009300473885644867,138,35.739327075704495,25.372174101363324,32.4196907793402,25.372174101363324
70,200,4,0.1,0.3,0.05,399,340.0,218.0,274.0,,0.011709715924779472,139,37.28391587564496,26.00267212884923,32.4196907793402,25.372174101363324
83,200,4,0.1,0.3,0.05,419,343.0,214.0,279.0,,0.011073990168603973,140,32.98222576808834,23.816293592823563,32.4196907793402,23.816293592823563
84,200,4,0.1,0.3,0.05,414,349.0,215.0,280.0,,0.010958816770682727,141,35.775543986266776,26.65047376477497,32.4196907793402,23.816293592823563
81,200,4,0.1,0.3,0.05,412,337.0,217.0,273.0,,0.011679442641446498,142,45.461785211931875,33.059518794185486,32.4196907793402,23.816293592823563
74,200,4,0.1,0.3,0.05,394,345.0,193.0,287.0,,0.009506907859147996,143,36.01487966079434,23.497919429857095,32.4196907793402,23.497919429857095
76,200,4,0.1,0.3,0.05,400,349.0,195.0,246.0,,0.014068422174196783,144,36.093203091044614,26.591269979761055,32.4196907793402,23.497919429857095
86,200,4,0.1,0.3,0.05,395,352.0,194.0,243.0,,0.01413762408374431,145,35.95296300071657,29.189043154760302,32.4196907793402,23.497919429857095
75,200,4,0.1,0.3,0.05,395,349.0,194.0,243.0,,0.01916370867400885,146,35.229251320383476,27.626753004554327,32.4196907793402,23.497919429857095
86,200,4,0.1,0.3,0.2,399,354.0,194.0,242.0,,0.017986850232565313,147,47.44265280945805,43.46390183023273,32.4196907793402,23.497919429857095
75,200,4,0.1,0.3,0.3,356,347.0,171.0,212.0,,0.01445119021701006,148,36.164809195958625,29.013183791309796,32.4196907793402,23.497919429857095
93,200,4,0.1,0.3,0.3,362,370.0,160.0,228.0,,0.023786556222062917,149,53.180674584036375,46.64471989949471,32.4196907793402,23.497919429857095
77,200,4,0.1,0.3,0.3,378,347.0,181.0,210.0,,0.015395550031351006,150,40.622778678977205,29.547391240305917,32.4196907793402,23.497919429857095
74,200,4,0.1,0.3,0.3,353,334.0,196.0,252.0,,0.01431565624463159,151,38.40825554940336,31.145704455386515,32.4196907793402,23.497919429857095
81,200,4,0.1,0.3,0.3,394,357.0,167.0,279.0,,0.010559291579887501,152,41.7759556614096,30.415067859635034,32.4196907793402,23.497919429857095
71,200,4,0.1,0.3,0.05,405,383.0,202.0,209.0,,0.012961543582522444,153,40.63856178069385,30.59009775776014,32.4196907793402,23.497919429857095
87,200,4,0.1,0.3,0.5,381,344.0,209.0,255.0,,0.0089784316780635,154,38.59603613314525,29.91747896839098,32.4196907793402,23.497919429857095
97,200,4,0.1,0.3,0.05,419,362.0,178.0,171.0,,0.018074332825838577,155,42.09746746114401,30.055590067664706,32.4196907793402,23.497919429857095
76,200,4,0.1,0.3,0.05,386,330.0,218.0,266.0,,0.025473242901665808,156,45.09519970450267,36.52662762128168,32.4196907793402,23.497919429857095
84,200,4,0.1,0.3,0.05,407,350.0,186.0,238.0,,0.010118168541788401,157,31.8924930314546,23.054896773566227,31.8924930314546,23.054896773566227
84,200,4,0.1,0.3,0.05,407,348.0,143.0,238.0,,0.01989362971111008,158,35.94350145566162,28.82313113502005,31.8924930314546,23.054896773566227
91,200,4,0.1,0.3,0.05,410,374.0,136.0,237.0,,0.020149212534717187,159,36.65639117840345,25.54495575375081,31.8924930314546,23.054896773566227
85,200,4,0.1,0.3,0.05,412,350.0,140.0,220.0,,0.02012697334217986,160,40.80929777693942,31.814387066561096,31.8924930314546,23.054896773566227
91,200,4,0.1,0.3,0.05,423,369.0,117.0,192.0,,0.030507544417797683,161,54.87497811361082,45.91472206018709,31.8924930314546,23.054896773566227
81,200,4,0.1,0.3,0.05,408,377.0,143.0,240.0,,0.014785259538735369,162,54.50107595013673,40.71229695080717,31.8924930314546,23.054896773566227
108,200,4,0.1,0.3,0.05,373,359.0,159.0,256.0,,0.009615563387255591,163,42.77641498981779,33.054016530327765,31.8924930314546,23.054896773566227
77,200,4,0.1,0.3,0.05,390,324.0,130.0,222.0,,0.02229877139477587,164,40.177072613882565,31.50066912577123,31.8924930314546,23.054896773566227
101,200,4,0.1,0.3,0.05,406,349.0,170.0,290.0,,0.038942226996099144,165,45.07618981714573,36.83237817313328,31.8924930314546,23.054896773566227
93,200,4,0.1,0.3,0.05,424,336.0,185.0,238.0,,0.013124594771770005,166,39.91322848455649,30.043719812056057,31.8924930314546,23.054896773566227
73,200,4,0.1,0.3,0.2,387,376.0,202.0,300.0,,0.016749885806813063,167,44.42916078686906,35.814155151981964,31.8924930314546,23.054896773566227
80,200,4,0.1,0.3,0.05,366,365.0,195.0,193.0,,0.010621592154929976,168,35.753053088651306,27.748817458821044,31.8924930314546,23.054896773566227
84,200,4,0.1,0.3,0.05,362,363.0,152.0,262.0,,0.008430443605216591,169,35.93560393960124,25.691883832661237,31.8924930314546,23.054896773566227
89,200,4,0.1,0.3,0.05,322,363.0,174.0,262.0,,0.010621188049975297,170,42.945968145968195,32.62073734837275,31.8924930314546,23.054896773566227
82,200,4,0.1,0.3,0.05,341,391.0,151.0,281.0,,0.008029318316642178,171,36.215757380704794,23.187562988082057,31.8924930314546,23.054896773566227
82,200,4,0.1,0.3,0.05,345,349.0,152.0,280.0,,0.008461011294230117,172,43.34526676380583,28.05985837966627,31.8924930314546,23.054896773566227
86,200,4,0.1,0.3,0.05,328,391.0,190.0,252.0,,0.010698203555112135,173,38.363211985462975,25.97505027990494,31.8924930314546,23.054896773566227
79,200,4,0.1,0.3,0.05,366,379.0,167.0,198.0,,0.019714050108141506,174,35.08906040148589,24.933757948185193,31.8924930314546,23.054896773566227
79,200,4,0.1,0.3,0.05,361,382.0,133.0,216.0,,0.014001037619460891,175,45.180554756827554,35.078282758779,31.8924930314546,23.054896773566227
97,200,4,0.1,0.3,0.05,354,368.0,168.0,183.0,,0.01831953219497166,176,50.11539378621051,38.63998017544294,31.8924930314546,23.054896773566227
90,200,4,0.1,0.3,0.05,367,396.0,153.0,232.0,,0.02030189290632798,177,52.832882939340614,48.56147343410827,31.8924930314546,23.054896773566227
83,200,4,0.1,0.3,0.05,335,356.0,108.0,199.0,,0.025786194676157472,178,36.73021542337332,30.39231268739228,31.8924930314546,23.054896773566227
75,200,4,0.1,0.3,0.05,378,375.0,193.0,282.0,,0.00797308646097833,179,34.99871428491109,24.079206690899955,31.8924930314546,23.054896773566227
74,200,4,0.1,0.3,0.05,378,413.0,197.0,286.0,,0.008075534744098892,180,35.09022177624556,27.836174009954284,31.8924930314546,23.054896773566227
72,200,4,0.1,0.3,0.05,352,412.0,198.0,315.0,,0.009215534172600374,181,31.37322195006931,26.581015911863844,31.37322195006931,23.054896773566227
74,200,4,0.1,0.3,0.05,375,417.0,201.0,314.0,,0.009510042669135724,182,35.39077059570757,26.60287071600359,31.37322195006931,23.054896773566227
73,200,4,0.1,0.3,0.05,377,423.0,196.0,304.0,,0.009700691283630141,183,50.030956433406736,36.759599420266106,31.37322195006931,23.054896773566227
66,200,4,0.1,0.3,0.05,366,434.0,204.0,316.0,,0.012231196541299642,184,33.71089250428129,26.0934803277249,31.37322195006931,23.054896773566227
67,200,4,0.1,0.3,0.05,367,415.0,205.0,315.0,,0.012006113570474852,185,39.12551490036804,27.521957001568122,31.37322195006931,23.054896773566227
